unit,count,place,average,pick,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10
Mordekaiser,914179,4004326,4.3802,0.40079907369532347,TFT_Item_ThiefsGloves,TFT_Item_RedBuff,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_DragonsClaw,TFT_Item_FrozenHeart,TFT17_Item_StargazerEmblemItem,TFT_Item_NightHarvester,TFT_Item_IonicSpark
Nunu,855199,3842423,4.493,0.37494075780035085,TFT_Item_FrozenHeart,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_AdaptiveHelm,TFT_Item_DragonsClaw,TFT_Item_SpectralGauntlet,TFT_Item_NightHarvester,TFT_Item_Crownguard
Rhaast,664040,2750770,4.1425,0.29113184277547677,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_ThiefsGloves,TFT_Item_FrozenHeart,TFT_Item_Redemption,TFT_Item_SpectralGauntlet,TFT_Item_DragonsClaw,TFT_Item_NightHarvester,TFT_Item_BrambleVest
Illaoi,619417,2756956,4.4509,0.2715679968924425,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_DragonsClaw,TFT_Item_FrozenHeart,TFT_Item_NightHarvester,TFT_Item_BrambleVest,TFT_Item_ThiefsGloves,TFT_Item_IonicSpark
IvernMinion,612873,2700300,4.406,0.26869894265004335,TFT_Item_JeweledGauntlet,TFT_Item_GuardianAngel,TFT_Item_UnstableConcoction,TFT_Item_ThiefsGloves,TFT_Item_RedBuff,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,TFT_Item_FrozenHeart,TFT_Item_Redemption,TFT_Item_DragonsClaw
Rammus,558126,2563785,4.5936,0.24469648045434877,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_SpectralGauntlet,TFT_Item_FrozenHeart,TFT_Item_DragonsClaw,TFT_Item_NightHarvester,TFT_Item_BrambleVest,TFT_Item_Crownguard
Akali,551718,2439147,4.421,0.2418870520336132,TFT_Item_UnstableConcoction,TFT_Item_GuardianAngel,TFT_Item_ThiefsGloves,TFT_Item_PowerGauntlet,TFT_Item_MadredsBloodrazor,TFT_Item_Bloodthirster,TFT_Item_SteraksGage,TFT_Item_InfinityEdge,TFT_Item_Quicksilver,TFT_Item_Deathblade
Blitzcrank,537276,2225565,4.1423,0.23555531588313514,TFT_Item_ThiefsGloves,TFT_Item_JeweledGauntlet,TFT_Item_UnstableConcoction,TFT_Item_Bloodthirster,TFT_Item_Crownguard,TFT_Item_IonicSpark,TFT_Item_RabadonsDeathcap,TFT_Item_AdaptiveHelm,TFT_Item_Morellonomicon,TFT_Item_MadredsBloodrazor
Jax,514137,2308902,4.4908,0.22541059612230482,TFT_Item_GargoyleStoneplate,TFT_Item_Crownguard,TFT_Item_FrozenHeart,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_RedBuff,TFT_Item_DragonsClaw,TFT_Item_NightHarvester,TFT_Item_ThiefsGloves,TFT_Item_AdaptiveHelm
TahmKench,510894,2367383,4.6338,0.2239887833307247,TFT_Item_RedBuff,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_FrozenHeart,TFT_Item_SpectralGauntlet,TFT_Item_DragonsClaw,TFT_Item_NightHarvester,TFT_Item_Crownguard,TFT_Item_BrambleVest
Maokai,483839,2189111,4.5245,0.21212719064611155,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_SpectralGauntlet,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_FrozenHeart,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_Crownguard,TFT_Item_NightHarvester
Karma,480368,2129778,4.4336,0.2106054169182131,TFT_Item_JeweledGauntlet,TFT_Item_StatikkShiv,TFT_Item_SpearOfShojin,TFT_Item_Morellonomicon,TFT_Item_Leviathan,TFT_Item_RabadonsDeathcap,TFT_Item_MadredsBloodrazor,TFT_Item_BlueBuff,TFT_Item_ArchangelsStaff,TFT_Item_RapidFireCannon
Aatrox,430183,1921215,4.466,0.18860305029920324,TFT_Item_ThiefsGloves,TFT_Item_RedBuff,TFT_Item_GargoyleStoneplate,TFT17_Item_StargazerEmblemItem,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_FrozenHeart,TFT_Item_DragonsClaw,TFT_Item_NightHarvester,TFT_Item_BrambleVest
Lissandra,424736,1801207,4.2408,0.18621494845654615,TFT_Item_StatikkShiv,TFT_Item_SpearOfShojin,TFT_Item_JeweledGauntlet,TFT_Item_Morellonomicon,TFT_Item_MadredsBloodrazor,TFT_Item_Leviathan,TFT_Item_RapidFireCannon,TFT_Item_RabadonsDeathcap,TFT_Item_BlueBuff,TFT_Item_ArchangelsStaff
Shen,420939,1728659,4.1067,0.1845502481267189,TFT_Item_ThiefsGloves,TFT_Item_RedBuff,TFT17_Item_StargazerEmblemItem,TFT_Item_Bloodthirster,TFT_Item_FrozenHeart,TFT_Item_UnstableConcoction,TFT_Item_WarmogsArmor,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_AdaptiveHelm
Galio,419200,1857091,4.4301,0.18378782677471217,TFT_Item_GargoyleStoneplate,TFT_Item_SteraksGage,TFT_Item_WarmogsArmor,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_TitansResolve,TFT_Item_FrozenHeart,TFT_Item_DragonsClaw,TFT_Item_SpectralGauntlet,TFT_Item_NightHarvester
Bard,417674,1661662,3.9784,0.18311878998163436,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_JeweledGauntlet,TFT_Item_Morellonomicon,TFT_Item_AdaptiveHelm,TFT_Item_RabadonsDeathcap,TFT_Item_MadredsBloodrazor,TFT_Item_BlueBuff,TFT_Item_ArchangelsStaff,TFT_Item_Leviathan
Xayah,408963,1843053,4.5066,0.17929966841905204,TFT_Item_GuinsoosRageblade,TFT_Item_InfinityEdge,TFT_Item_RunaansHurricane,TFT_Item_MadredsBloodrazor,TFT17_AnimaSquadItem_Tier2_BattleBunnyCrossbow,TFT_Item_LastWhisper,TFT_Item_RapidFireCannon,TFT_Item_Deathblade,TFT17_Item_DarkStarEmblemItem,TFT17_AnimaSquadItem_Tier2_EchoingBatblades
Jhin,396474,1532810,3.8661,0.17382417660466898,TFT_Item_InfinityEdge,TFT_Item_MadredsBloodrazor,TFT_Item_Deathblade,TFT_Item_LastWhisper,TFT_Item_GuinsoosRageblade,TFT_Item_PowerGauntlet,TFT17_Item_StargazerEmblemItem,TFT_Item_RapidFireCannon,TFT_Item_HextechGunblade,TFT_Item_SpearOfShojin
Riven,365883,1567913,4.2853,0.16041231255680347,TFT_Item_Bloodthirster,TFT17_Item_SpaceGrooveEmblemItem,TFT_Item_TitansResolve,TFT_Item_GuardianAngel,TFT_Item_SteraksGage,TFT_Item_UnstableConcoction,TFT_Item_Quicksilver,TFT_Item_ThiefsGloves,TFT17_Item_StargazerEmblemItem,TFT_Item_MadredsBloodrazor
Nami,351997,1444319,4.1032,0.15432434079489113,TFT_Item_JeweledGauntlet,TFT_Item_Leviathan,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_MadredsBloodrazor,TFT_Item_RabadonsDeathcap,TFT_Item_Morellonomicon,TFT_Item_ArchangelsStaff,TFT_Item_PowerGauntlet,TFT_Item_BlueBuff
Urgot,343151,1566403,4.5648,0.15044603183580452,TFT_Item_Quicksilver,TFT_Item_MadredsBloodrazor,TFT_Item_InfinityEdge,TFT_Item_Deathblade,TFT_Item_UnstableConcoction,TFT_Item_PowerGauntlet,TFT_Item_LastWhisper,TFT_Item_SteraksGage,TFT_Item_ThiefsGloves,TFT_Item_Bloodthirster
Ornn,333821,1525835,4.5708,0.14635552509962116,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_SpectralGauntlet,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_FrozenHeart,TFT_Item_NightHarvester,TFT_Item_Crownguard
Morgana,303958,1193804,3.9275,0.13326283456771937,TFT_Item_ThiefsGloves,TFT_Item_Morellonomicon,TFT_Item_JeweledGauntlet,TFT_Item_AdaptiveHelm,TFT_Item_StatikkShiv,TFT_Item_UnstableConcoction,TFT_Item_RabadonsDeathcap,TFT_Item_Bloodthirster,TFT_Item_MadredsBloodrazor,TFT_Item_Crownguard
Fiora,297205,1289523,4.3388,0.13030214946702845,TFT_Item_Bloodthirster,TFT_Item_SteraksGage,TFT_Item_GuardianAngel,TFT_Item_UnstableConcoction,TFT_Item_Quicksilver,TFT_Item_TitansResolve,TFT_Item_ThiefsGloves,TFT_Item_MadredsBloodrazor,TFT_Item_InfinityEdge,TFT_Item_PowerGauntlet
Vex,288227,1280846,4.4439,0.12636596838691547,TFT_Item_GuinsoosRageblade,TFT_Item_MadredsBloodrazor,TFT_Item_JeweledGauntlet,TFT_Item_HextechGunblade,TFT_Item_RabadonsDeathcap,TFT_Item_StatikkShiv,TFT_Item_PowerGauntlet,TFT_Item_ArchangelsStaff,TFT_Item_RapidFireCannon,TFT5_Item_GuinsoosRagebladeRadiant
Kindred,260121,1100736,4.2316,0.11404359085988765,TFT_Item_GuinsoosRageblade,TFT_Item_RunaansHurricane,TFT_Item_MadredsBloodrazor,TFT_Item_InfinityEdge,TFT_Item_Deathblade,TFT_Item_PowerGauntlet,TFT_Item_LastWhisper,TFT_Item_RapidFireCannon,TFT_Item_HextechGunblade,TFT17_Item_MeleeTraitEmblemItem
Pantheon,250736,1181215,4.711,0.10992897073994329,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_SpectralGauntlet,TFT_Item_ThiefsGloves,TFT_Item_FrozenHeart,TFT_Item_DragonsClaw,TFT_Item_Crownguard,TFT_Item_NightHarvester
Gnar,247312,1132196,4.578,0.10842780299453152,TFT_Item_InfinityEdge,TFT17_Item_StargazerEmblemItem,TFT_Item_GuinsoosRageblade,TFT_Item_LastWhisper,TFT_Item_Deathblade,TFT_Item_MadredsBloodrazor,TFT_Item_BFSword,TFT_Item_RecurveBow,TFT_Item_RunaansHurricane,TFT_Item_RapidFireCannon
Pyke,246357,1030652,4.1836,0.10800910696740879,TFT_Item_InfinityEdge,TFT_Item_GuardianAngel,TFT_Item_UnstableConcoction,TFT17_Item_PsyOps_TargetlockMod,TFT_Item_Bloodthirster,TFT17_Item_PsyOps_ChemicalCapacitorMod,TFT_Item_ThiefsGloves,TFT_Item_MadredsBloodrazor,TFT_Item_Deathblade,TFT_Item_SteraksGage
Sona,241401,982512,4.07,0.10583627187796348,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_JeweledGauntlet,TFT_Item_Morellonomicon,TFT_Item_BlueBuff,TFT_Item_AdaptiveHelm,TFT_Item_Leviathan,TFT_Item_MadredsBloodrazor,TFT_Item_RabadonsDeathcap,TFT_Item_ArchangelsStaff
Belveth,234104,1009735,4.3132,0.10263708349061836,TFT_Item_Quicksilver,TFT_Item_MadredsBloodrazor,TFT_Item_RunaansHurricane,TFT_Item_GuinsoosRageblade,TFT_Item_UnstableConcoction,TFT17_Item_Artifact_EvelynnArtifact,TFT_Item_Deathblade,TFT_Item_GuardianAngel,TFT17_Item_DRXEmblemItem,TFT_Item_Bloodthirster
Leona,227343,1033551,4.5462,0.09967289098865312,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_RedBuff,TFT_Item_DragonsClaw,TFT_Item_NightHarvester,TFT_Item_AdaptiveHelm,TFT_Item_FrozenHeart,TFT_Item_BrambleVest,TFT17_EkkoOffering_AnomalyItem
Nasus,223587,1013571,4.5332,0.09802616609035679,TFT_Item_ThiefsGloves,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_Bloodthirster,TFT_Item_TitansResolve,TFT_Item_NightHarvester,TFT_Item_GuinsoosRageblade,TFT_Item_DragonsClaw
Kaisa,221047,969753,4.3871,0.09691256618575811,TFT_Item_InfinityEdge,TFT_Item_SpearOfShojin,TFT_Item_MadredsBloodrazor,TFT_Item_PowerGauntlet,TFT_Item_Deathblade,TFT_Item_BlueBuff,TFT_Item_LastWhisper,TFT_Item_GuinsoosRageblade,TFT_Item_RapidFireCannon,TFT_Item_ThiefsGloves
Aurora,217561,1012768,4.6551,0.0953842160804703,TFT_Item_SpearOfShojin,TFT_Item_JeweledGauntlet,TFT_Item_RabadonsDeathcap,TFT_Item_Leviathan,TFT_Item_Morellonomicon,TFT_Item_ArchangelsStaff,TFT_Item_StatikkShiv,TFT_Item_MadredsBloodrazor,TFT_Item_BlueBuff,TFT_Item_RapidFireCannon
Viktor,211624,886543,4.1892,0.0927812859097607,TFT_Item_JeweledGauntlet,TFT17_Item_PsyOps_DroneMod,TFT_Item_ArchangelsStaff,TFT_Item_RabadonsDeathcap,TFT_Item_MadredsBloodrazor,TFT17_Item_PsyOps_SympatheticImplantMod,TFT_Item_StatikkShiv,TFT_Item_PowerGauntlet,TFT17_Item_PsyOps_DroneMod_Radiant,TFT_Item_Leviathan
Caitlyn,210541,911493,4.3293,0.09230647146224874,TFT_Item_GuinsoosRageblade,TFT_Item_Deathblade,TFT_Item_MadredsBloodrazor,TFT_Item_InfinityEdge,TFT_Item_RunaansHurricane,TFT_Item_PowerGauntlet,TFT17_Item_StargazerEmblemItem,TFT_Item_RapidFireCannon,TFT_Item_ThiefsGloves,TFT_Item_LastWhisper
Gwen,202985,897773,4.4229,0.08899373095864731,TFT_Item_JeweledGauntlet,TFT_Item_UnstableConcoction,TFT_Item_ThiefsGloves,TFT_Item_RabadonsDeathcap,TFT_Item_Leviathan,TFT_Item_HextechGunblade,TFT_Item_MadredsBloodrazor,TFT_Item_StatikkShiv,TFT_Item_Bloodthirster,TFT_Item_Morellonomicon
Graves,200551,948081,4.7274,0.08792660412093344,TFT_Item_InfinityEdge,TFT_Item_MadredsBloodrazor,TFT_Item_Quicksilver,TFT_Item_GuinsoosRageblade,TFT_Item_SteraksGage,TFT_Item_UnstableConcoction,TFT_Item_PowerGauntlet,TFT_Item_Bloodthirster,TFT_Item_Deathblade,TFT_Item_SpearOfShojin
Corki,199703,865977,4.3363,0.08755481958585483,TFT_Item_InfinityEdge,TFT_Item_SpearOfShojin,TFT_Item_MadredsBloodrazor,TFT_Item_Deathblade,TFT_Item_PowerGauntlet,TFT_Item_LastWhisper,TFT_Item_BlueBuff,TFT_Item_RapidFireCannon,TFT_Item_GuinsoosRageblade,TFT17_Item_StargazerEmblemItem
