unit,count,place,average,pick,item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10
Swain,3424747,14636661,4.2738,0.39852222859387715,TFT_Item_FrozenHeart,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,TFT_Item_ThiefsGloves,TFT_Item_SpectralGauntlet,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_NightHarvester
Loris,2177697,9625308,4.4199,0.25340869315082265,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_WarmogsArmor,TFT_Item_SpectralGauntlet,TFT_Item_ThiefsGloves,TFT_Item_NightHarvester,TFT_Item_FrozenHeart
Vi,2095772,10048011,4.7944,0.2438754535925273,TFT_Item_ThiefsGloves,TFT_Item_Bloodthirster,TFT_Item_GargoyleStoneplate,TFT_Item_SteraksGage,TFT_Item_TitansResolve,TFT_Item_RedBuff,TFT_Item_UnstableConcoction,TFT16_Item_IxtalEmblemItem,TFT_Item_InfinityEdge,TFT_Item_SpectralGauntlet
Shyvana,2072327,7676628,3.7044,0.2411472655980905,TFT_Item_ThiefsGloves,TFT_Item_Bloodthirster,TFT_Item_SteraksGage,TFT_Item_TitansResolve,TFT_Item_UnstableConcoction,TFT_Item_GuardianAngel,TFT_Item_InfinityEdge,TFT_Item_MadredsBloodrazor,TFT_Item_Quicksilver,TFT_Item_RedBuff
Seraphine,2017426,8882295,4.4028,0.23475868598271088,TFT_Item_JeweledGauntlet,TFT_Item_Leviathan,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_Morellonomicon,TFT_Item_HextechGunblade,TFT_Item_BlueBuff,TFT_Item_ArchangelsStaff,TFT_Item_RabadonsDeathcap,TFT_Item_RapidFireCannon
Wukong,1991927,8566314,4.3005,0.23179148335229313,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_SpectralGauntlet,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_FrozenHeart,TFT_Item_NightHarvester,TFT_Item_ThiefsGloves
Taric,1914974,8426948,4.4006,0.22283681281546674,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_ThiefsGloves,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_FrozenHeart,TFT_Item_NightHarvester,TFT_Item_SpectralGauntlet
Braum,1821299,7831059,4.2997,0.21193627921005548,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_BrambleVest,TFT_Item_DragonsClaw,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_SpectralGauntlet,TFT_Item_NightHarvester,TFT_Item_FrozenHeart,TFT_Item_ThiefsGloves
Lucian,1610949,5831279,3.6198,0.18745880663041029,TFT_Item_SpearOfShojin,TFT_Item_InfinityEdge,TFT_Item_LastWhisper,TFT_Item_GuinsoosRageblade,TFT_Item_RapidFireCannon,TFT_Item_MadredsBloodrazor,TFT_Item_Deathblade,TFT_Item_BlueBuff,TFT_Item_PowerGauntlet,TFT_Item_RunaansHurricane
Ornn,1498077,5990046,3.9985,0.17432440546563868,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_WarmogsArmor,TFT_Item_ThiefsGloves,TFT_Item_RedBuff,TFT_Item_BrambleVest,TFT_Item_DragonsClaw,TFT_Item_SpectralGauntlet,TFT_Item_FrozenHeart,TFT_Item_NightHarvester
Fiddlesticks,1440668,5313744,3.6884,0.1676439812996066,TFT_Item_ThiefsGloves,TFT_Item_JeweledGauntlet,TFT_Item_Morellonomicon,TFT_Item_UnstableConcoction,TFT_Item_RabadonsDeathcap,TFT_Item_Bloodthirster,TFT_Item_HextechGunblade,TFT_Item_StatikkShiv,TFT_Item_IonicSpark,TFT_Item_ArchangelsStaff
Kindred,1381483,5197432,3.7622,0.16075689209292107,TFT_Item_GuinsoosRageblade,TFT_Item_RunaansHurricane,TFT_Item_InfinityEdge,TFT_Item_MadredsBloodrazor,TFT_Item_LastWhisper,TFT_Item_Deathblade,TFT_Item_RapidFireCannon,TFT_Item_SpearOfShojin,TFT_Item_PowerGauntlet,TFT_Item_ThiefsGloves
Neeko,1262972,6414736,5.0791,0.14696630615098463,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_WarmogsArmor,TFT_Item_BrambleVest,TFT_Item_DragonsClaw,TFT_Item_NightHarvester,TFT_Item_IonicSpark,TFT_Item_ThiefsGloves,TFT_Item_FrozenHeart
Ambessa,1241968,5297580,4.2655,0.14452216622199549,TFT_Item_UnstableConcoction,TFT_Item_Bloodthirster,TFT_Item_GuardianAngel,TFT_Item_SteraksGage,TFT_Item_TitansResolve,TFT_Item_Deathblade,TFT_Item_ThiefsGloves,TFT_Item_InfinityEdge,TFT_Item_Quicksilver,TFT_Item_PowerGauntlet
Shen,1222411,5516153,4.5125,0.14224640710034053,TFT_Item_ThiefsGloves,TFT_Item_Redemption,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_GargoyleStoneplate,TFT_Item_SpectralGauntlet,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_GiantsBelt,TFT_Item_FrozenHeart
Kennen,1218106,5568103,4.5711,0.14174545383456744,TFT_Item_RedBuff,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_WarmogsArmor,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_IonicSpark,TFT_Item_NightHarvester,TFT_Item_ThiefsGloves,TFT_Item_FrozenHeart
Kobuko,1158822,4873848,4.2059,0.13484684444825087,TFT_Item_ThiefsGloves,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_NightHarvester,TFT_Item_IonicSpark,TFT_Item_FrozenHeart
Nautilus,1143018,5468005,4.7838,0.1330078048635173,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_WarmogsArmor,TFT_Item_SpectralGauntlet,TFT_Item_NightHarvester,TFT_Item_FrozenHeart,TFT_Item_ThiefsGloves
Orianna,1124813,5341393,4.7487,0.13088937183136878,TFT_Item_JeweledGauntlet,TFT_Item_StatikkShiv,TFT_Item_SpearOfShojin,TFT_Item_Morellonomicon,TFT_Item_Leviathan,TFT_Item_ArchangelsStaff,TFT_Item_RapidFireCannon,TFT_Item_BlueBuff,TFT_Item_NeedlesslyLargeRod,TFT_Item_ForceOfNature
Azir,1099669,4427383,4.0261,0.12796347893599155,TFT_Item_GuinsoosRageblade,TFT_Item_JeweledGauntlet,TFT_Item_StatikkShiv,TFT_Item_MadredsBloodrazor,TFT_Item_Leviathan,TFT_Item_HextechGunblade,TFT_Item_SpearOfShojin,TFT_Item_ThiefsGloves,TFT_Item_ArchangelsStaff,TFT_Item_RabadonsDeathcap
Poppy,1068449,4956863,4.6393,0.12433054956144189,TFT_Item_ThiefsGloves,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_NightHarvester,TFT_Item_SpectralGauntlet,TFT_Item_IonicSpark
ChoGath,1006790,4385327,4.3558,0.11715557222943171,TFT_Item_ThiefsGloves,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,TFT_Item_SpectralGauntlet,TFT_Item_BrambleVest,TFT_Item_DragonsClaw,TFT_Item_FrozenHeart,TFT_Item_GiantsBelt
Sion,1001291,4496185,4.4904,0.11651567861538147,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_WarmogsArmor,TFT_Item_DragonsClaw,TFT_Item_GargoyleStoneplate,TFT_Item_BrambleVest,TFT_Item_NightHarvester,TFT_Item_SpectralGauntlet,TFT_Item_IonicSpark,TFT_Item_ThiefsGloves
THex,945288,3731433,3.9474,0.1099988642732,TFT_Item_InfinityEdge,TFT_Item_PowerGauntlet,TFT_Item_BlueBuff,TFT_Item_Deathblade,TFT_Item_MadredsBloodrazor,TFT_Item_LastWhisper,TFT_Item_UnstableConcoction,TFT_Item_AdaptiveHelm,TFT_Item_GuinsoosRageblade,TFT_Item_Bloodthirster
Sett,938138,3788932,4.0388,0.10916685129984863,TFT_Item_JeweledGauntlet,TFT_Item_UnstableConcoction,TFT_Item_Bloodthirster,TFT_Item_ThiefsGloves,TFT_Item_TitansResolve,TFT_Item_RabadonsDeathcap,TFT_Item_PowerGauntlet,TFT_Item_HextechGunblade,TFT_Item_MadredsBloodrazor,TFT_Item_ArchangelsStaff
Yunara,896346,3979827,4.4401,0.1043037063792471,TFT_Item_GuinsoosRageblade,TFT_Item_InfinityEdge,TFT_Item_RunaansHurricane,TFT_Item_TitansResolve,TFT_Item_MadredsBloodrazor,TFT_Item_PowerGauntlet,TFT_Item_Deathblade,TFT_Item_LastWhisper,TFT_Item_RapidFireCannon,TFT16_TheDarkinBow
Volibear,879982,3047587,3.4632,0.10239950214205522,TFT_Item_Bloodthirster,TFT_Item_SteraksGage,TFT_Item_TitansResolve,TFT_Item_ThiefsGloves,TFT_Item_UnstableConcoction,TFT_Item_GuardianAngel,TFT_Item_Quicksilver,TFT_Item_InfinityEdge,TFT_Item_MadredsBloodrazor,TFT_Item_GuinsoosRageblade
RiftHerald,857508,3669573,4.2793,0.09978430500036306,TFT_Item_Redemption,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_GargoyleStoneplate,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_SpectralGauntlet,TFT_Item_NightHarvester,TFT_Item_FrozenHeart,TFT_Item_AdaptiveHelm
BelVeth,854792,3667967,4.2911,0.09946825643594036,TFT_Item_Quicksilver,TFT_Item_RunaansHurricane,TFT_Item_MadredsBloodrazor,TFT_Item_GuinsoosRageblade,TFT_Item_Bloodthirster,TFT_Item_UnstableConcoction,TFT_Item_TitansResolve,TFT_Item_InfinityEdge,TFT_Item_SteraksGage,TFT16_Item_VanquisherEmblemItem
Kaisa,837058,3589177,4.2878,0.09740463153112729,TFT_Item_GuinsoosRageblade,TFT_Item_JeweledGauntlet,TFT_Item_HextechGunblade,TFT_Item_StatikkShiv,TFT_Item_InfinityEdge,TFT_Item_SpearOfShojin,TFT_Item_MadredsBloodrazor,TFT_Item_ArchangelsStaff,TFT_Item_LastWhisper,TFT_Item_PowerGauntlet
Draven,827853,3715832,4.4885,0.09633348755634415,TFT_Item_GuinsoosRageblade,TFT_Item_InfinityEdge,TFT_Item_RunaansHurricane,TFT_Item_MadredsBloodrazor,TFT_Item_LastWhisper,TFT_Item_Deathblade,TFT_Item_RapidFireCannon,TFT_Item_RecurveBow,TFT_Item_BFSword,TFT_Item_PowerGauntlet
Garen,808935,3761065,4.6494,0.09413208595776214,TFT_Item_Redemption,TFT_Item_WarmogsArmor,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_NightHarvester,TFT_Item_SpectralGauntlet,TFT_Item_FrozenHeart,TFT_Item_ThiefsGloves
Fizz,795865,3640247,4.574,0.09261118951556598,TFT_Item_JeweledGauntlet,TFT_Item_UnstableConcoction,TFT_Item_RabadonsDeathcap,TFT_Item_Bloodthirster,TFT_Item_ThiefsGloves,TFT_Item_GuinsoosRageblade,TFT_Item_TitansResolve,TFT_Item_MadredsBloodrazor,TFT_Item_PowerGauntlet,TFT_Item_HextechGunblade
Skarner,787469,3730219,4.737,0.0916341851904949,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_SpectralGauntlet,TFT_Item_BrambleVest,TFT_Item_DragonsClaw,TFT_Item_FrozenHeart,TFT_Item_NightHarvester,TFT_Item_ThiefsGloves
Caitlyn,763664,3758899,4.9222,0.08886410563376348,TFT_Item_InfinityEdge,TFT_Item_PowerGauntlet,TFT_Item_BlueBuff,TFT_Item_Deathblade,TFT_Item_LastWhisper,TFT_Item_GuinsoosRageblade,TFT_Item_SpearOfShojin,TFT_Item_RapidFireCannon,TFT_Item_MadredsBloodrazor,TFT_Item_BFSword
DrMundo,760176,3522809,4.6342,0.08845822294130899,TFT_Item_Redemption,TFT_Item_WarmogsArmor,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_BrambleVest,TFT_Item_DragonsClaw,TFT_Item_ThiefsGloves,TFT_Item_SpectralGauntlet,TFT_Item_NightHarvester,TFT_Item_FrozenHeart
KogMaw,759120,3299929,4.347,0.08833534102524479,TFT_Item_StatikkShiv,TFT_Item_GuinsoosRageblade,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_Leviathan,TFT_Item_NeedlesslyLargeRod,TFT_Item_RecurveBow,TFT_Item_RapidFireCannon,TFT_Item_Morellonomicon,TFT_Item_HextechGunblade
Briar,740384,3381972,4.5679,0.08615511793871171,TFT_Item_ThiefsGloves,TFT_Item_Bloodthirster,TFT_Item_UnstableConcoction,TFT_Item_TitansResolve,TFT_Item_SteraksGage,TFT16_Item_BilgewaterEmblemItem,TFT_Item_GuardianAngel,TFT_Item_BFSword,TFT16_Item_VanquisherEmblemItem,TFT_Item_ForceOfNature
Bard,699064,3281503,4.6941,0.08134689751089647,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_ArchangelsStaff,TFT_Item_Leviathan,TFT_Item_StatikkShiv,TFT_Item_BlueBuff,TFT_Item_RabadonsDeathcap,TFT_Item_HextechGunblade,TFT_Item_GuinsoosRageblade,TFT_Item_MadredsBloodrazor
XinZhao,699049,3637523,5.2035,0.08134515202913419,TFT_Item_Bloodthirster,TFT_Item_TitansResolve,TFT_Item_ThiefsGloves,TFT_Item_SteraksGage,TFT_Item_InfinityEdge,TFT_Item_UnstableConcoction,TFT_Item_RedBuff,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_WarmogsArmor
Ahri,670092,3117951,4.653,0.0779755576697865,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_Leviathan,TFT_Item_BlueBuff,TFT_Item_StatikkShiv,TFT_Item_ArchangelsStaff,TFT_Item_Morellonomicon,TFT_Item_RabadonsDeathcap,TFT_Item_HextechGunblade,TFT_Item_NeedlesslyLargeRod
Lissandra,666431,3014949,4.524,0.07754954375434044,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_Leviathan,TFT_Item_Morellonomicon,TFT_Item_ArchangelsStaff,TFT_Item_BlueBuff,TFT_Item_RabadonsDeathcap,TFT_Item_HextechGunblade,TFT_Item_AdaptiveHelm
Rumble,653074,2995574,4.5869,0.0759952504277594,TFT_Item_GuinsoosRageblade,TFT_Item_GargoyleStoneplate,TFT_Item_ThiefsGloves,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_ArchangelsStaff,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_NightHarvester
Lux,640138,2926035,4.5709,0.0744899469559729,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_Leviathan,TFT_Item_ArchangelsStaff,TFT_Item_HextechGunblade,TFT_Item_StatikkShiv,TFT_Item_BlueBuff,TFT_Item_RabadonsDeathcap,TFT_Item_Morellonomicon,TFT_Item_MadredsBloodrazor
Zilean,625698,2423226,3.8728,0.07280962984615556,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_JeweledGauntlet,TFT_Item_BlueBuff,TFT_Item_Leviathan,TFT_Item_Morellonomicon,TFT_Item_AdaptiveHelm,TFT_Item_ArchangelsStaff,TFT_Item_HextechGunblade,TFT_Item_RabadonsDeathcap
Ziggs,621362,2142157,3.4475,0.07230506925140709,TFT_Item_GuinsoosRageblade,TFT_Item_JeweledGauntlet,TFT_Item_StatikkShiv,TFT_Item_RabadonsDeathcap,TFT_Item_SpearOfShojin,TFT_Item_Leviathan,TFT_Item_MadredsBloodrazor,TFT_Item_RapidFireCannon,TFT_Item_HextechGunblade,TFT_Item_ArchangelsStaff
MissFortune,618447,2899417,4.6882,0.07196586396227153,TFT_Item_InfinityEdge,TFT_Item_SpearOfShojin,TFT_Item_GuinsoosRageblade,TFT16_Item_Bilgewater_FirstMatesFlintlock,TFT_Item_LastWhisper,TFT16_Item_Bilgewater_DeadmansDagger,TFT_Item_MadredsBloodrazor,TFT_Item_BlueBuff,TFT_Item_RapidFireCannon,TFT_Item_Deathblade
Illaoi,611772,2990967,4.889,0.07118912457805887,TFT_Item_ThiefsGloves,TFT_Item_RedBuff,TFT_Item_Redemption,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,TFT_Item_Bloodthirster,TFT_Item_TitansResolve,TFT_Item_SteraksGage,TFT_Item_DragonsClaw,TFT_Item_BrambleVest
JarvanIV,598944,2896386,4.8358,0.06969638857496076,TFT_Item_GargoyleStoneplate,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_Redemption,TFT_Item_DragonsClaw,TFT_Item_ThiefsGloves,TFT_Item_BrambleVest,TFT_Item_SpectralGauntlet,TFT_Item_NightHarvester,TFT_Item_FrozenHeart
Sejuani,596502,2773433,4.6495,0.06941222414406228,TFT_Item_RedBuff,TFT_Item_ThiefsGloves,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_WarmogsArmor,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,TFT_Item_FrozenHeart,TFT_Item_SpectralGauntlet,TFT_Item_NightHarvester
Teemo,594957,2673266,4.4932,0.0692324395225479,TFT_Item_RabadonsDeathcap,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_JeweledGauntlet,TFT_Item_GuinsoosRageblade,TFT_Item_Leviathan,TFT_Item_BlueBuff,TFT_Item_Morellonomicon,TFT_Item_MadredsBloodrazor,TFT_Item_RapidFireCannon
Aphelios,589177,2551472,4.3306,0.0685598472168177,TFT_Item_GuinsoosRageblade,TFT_Item_InfinityEdge,TFT_Item_RunaansHurricane,TFT_Item_MadredsBloodrazor,TFT_Item_Deathblade,TFT_Item_LastWhisper,TFT_Item_PowerGauntlet,TFT_Item_RapidFireCannon,TFT_Item_HextechGunblade,TFT_Item_RecurveBow
Malzahar,560417,2384712,4.2552,0.06521317685128122,TFT_Item_Leviathan,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_HextechGunblade,TFT_Item_StatikkShiv,TFT_Item_BlueBuff,TFT_Item_ArchangelsStaff,TFT_Item_Morellonomicon,TFT_Item_RabadonsDeathcap,TFT_Item_MadredsBloodrazor
Gangplank,560034,2715128,4.8481,0.06516860888361779,TFT_Item_UnstableConcoction,TFT_Item_Bloodthirster,TFT_Item_ThiefsGloves,TFT_Item_SteraksGage,TFT_Item_TitansResolve,TFT_Item_Quicksilver,TFT16_Item_Bilgewater_LuckyEyepatch,TFT_Item_InfinityEdge,TFT_Item_GuardianAngel,TFT_Item_MadredsBloodrazor
Lulu,512386,2419966,4.7229,0.059624027883023865,TFT_Item_RabadonsDeathcap,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_ThiefsGloves,TFT_Item_JeweledGauntlet,TFT_Item_Leviathan,TFT_Item_GuinsoosRageblade,TFT_Item_NeedlesslyLargeRod,TFT_Item_BlueBuff,TFT_Item_RecurveBow
RekSai,477776,2129955,4.4581,0.055596619630199906,TFT_Item_Bloodthirster,TFT_Item_ThiefsGloves,TFT_Item_InfinityEdge,TFT_Item_UnstableConcoction,TFT_Item_SteraksGage,TFT_Item_TitansResolve,TFT_Item_GuardianAngel,TFT_Item_Quicksilver,TFT_Item_GuinsoosRageblade,TFT_Item_BFSword
Kalista,475119,1981880,4.1713,0.05528743662737549,TFT_Item_SpearOfShojin,TFT_Item_LastWhisper,TFT_Item_PowerGauntlet,TFT_Item_InfinityEdge,TFT_Item_BlueBuff,TFT_Item_MadredsBloodrazor,TFT_Item_Deathblade,TFT_Item_GuinsoosRageblade,TFT_Item_RapidFireCannon,TFT_Item_UnstableConcoction
Yorick,451194,1934921,4.2884,0.05250339321654587,TFT_Item_GargoyleStoneplate,TFT_Item_Redemption,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,TFT_Item_BrambleVest,TFT_Item_DragonsClaw,TFT_Item_ThiefsGloves,TFT_Item_SpectralGauntlet,TFT_Item_FrozenHeart,TFT_Item_NightHarvester
Thresh,450272,1782332,3.9583,0.05239610427089132,TFT_Item_Morellonomicon,TFT_Item_Bloodthirster,TFT_Item_IonicSpark,TFT_Item_StatikkShiv,TFT_Item_JeweledGauntlet,TFT_Item_GuardianAngel,TFT_Item_UnstableConcoction,TFT_Item_TitansResolve,TFT_Item_RabadonsDeathcap,TFT_Item_Crownguard
Galio,443660,1843124,4.1544,0.05162669591008023,TFT_Item_ThiefsGloves,TFT_Item_DragonsClaw,TFT_Item_AdaptiveHelm,TFT_Item_GargoyleStoneplate,TFT_Item_WarmogsArmor,TFT_Item_IonicSpark,TFT_Item_Redemption,TFT_Item_FrozenHeart,TFT_Item_BrambleVest,TFT_Item_Bloodthirster
Milio,443118,2613581,5.8982,0.05156362583573667,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,TFT_Item_StatikkShiv,TFT_Item_Leviathan,TFT_Item_Morellonomicon,TFT_Item_ArchangelsStaff,TFT_Item_BlueBuff,TFT_Item_RabadonsDeathcap,TFT_Item_GuinsoosRageblade,TFT_Item_ForceOfNature
